size = 76 bytes
dumping
struct ? lbl_8017748C[] =
{
    { 1, 3, 1, 1, 0, 150,   1,   1,   1, {14.500019, 2.5, -21.000044}, 0, 0, 0, {  0,   0,  -1},   2,   1,   0,   0,   0 },
    { 1, 3, 1, 3, 0, 134, 0.80000001,   1, 0.80000001, {0.099959999, 3.22824, 0.19995999}, 0, 0, 0, {  0,   0,  -1},  10,   1,   0,   0,   0 },
    { 1, 3, 1, 3, 0, 92, 0.80000001,   1, 0.80000001, {0.099959999, 3.22824, 0.19995999}, 0, 0, 0, {  0,   0,  -1},  10,   1,   0,   0,   0 },
    { 1, 3, 1, 2, 4, 180,   1, 0.80000001, 0.60000002, {  0, 23.000051,   0}, -16768, 24576, 0, {0.026027, -0.999322, -0.026027}, 0.1, 0.1, 0.40000001, 0.1, 40.000076 },
    { 1, 3, 2, 2, 4, 180,   1, 0.80000001, 0.60000002, {15.000021, 23.000051,   0}, -16768, 24576, 0, {0.026027, -0.999322, -0.026027}, 0.1, 0.1, 0.40000001, 0.1, 40.000076 },
    { 1, 3, 3, 2, 4, 180,   1, 0.80000001, 0.60000002, {-15.000021, 23.000051,   0}, -16768, 24576, 0, {0.026027, -0.999322, -0.026027}, 0.1, 0.1, 0.40000001, 0.1, 40.000076 },
    { 1, 5, 1, 1, 1, 180,   1, 0.5,   0, {-42.699883, 31.400082, -24.599998}, -8576, 9344, 0, {-5313.7051, -7326.543, -4252.7998}, 5.7001848, 12.300009, 1.959999, 1.709999,  20 },
    { 1, 5, 2, 2, 1, 180,   1, 0.80000001, 0.60000002, {-35, 37.5,  25}, 0, 0, 0, {-0.40147001,  -1, 0.29440999},  50, 1.5, -0.02,   0,  20 },
    { 1, 5, 3, 1, 0, 180,   1, 0.5,   0, {50.599762, 37.5, -25}, -25600, 28160, 0, {  0,   0, -10000}, 20.100229, 12.900013, 0.090000004,   0, 15.599983 },
    { 1, 5, 4, 2, 0, 180,   1, 0.80000001,   0, {35.000038, 37.5, 25.000059}, -7680, -30080, 0, {2290.4126, -4386.1626, 8689.9707}, 30.000267, 1.5, 0.60000002, 0.0099999998, 25.000019 },
    { 1, 6, 1, 1, 3, 180,   1, 0.5,   0, { 80,  10, 71.5}, 0, 0, 0, {  0,   0,   0}, 30.000078, 0.5, 0.5,   0,   0 },
